County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Publishing Status,Published Rating,Published Rubric Version,Date Published,Expiration Date,Application Acceptance Date,Achievements,Accreditations,Alternative Pathways,Assigned Program Coordinator
Anne Arundel,256642,Family Childcare,Cathy Ross,Glen Burnie,21061,Yes,3,Active,3,2,Jun 05 2023,Jun 04 2024,Nov 27 2012,Quality Business Practices  | Health and Wellness,,NAFCC  | No Additional Staff,Michelle Gray
Anne Arundel,40485,Family Childcare,Mary Dejesus,Annapolis,21401,Yes,1,Active,1,2,Aug 15 2023,Aug 14 2024,Jul 14 2014,,,,Amy Brannock
Anne Arundel,40401,Center,La Petite Child Care,Gambrills,21054,Yes,1,Active,1,3,Apr 28 2023,Apr 27 2024,Mar 28 2014,,,,Jennifer Blandford
Anne Arundel,40400,Center,Childtime Childcare,Hanover,21076,Yes,1,Active,1,3,Aug 31 2023,Aug 30 2024,Mar 06 2015,,,NECPA  | National Early Childhood Program Accreditation (NECPA) 2024-11-30,Sarah Thistle
Anne Arundel,40385,Center,LHUMC Preschoolers & B/After,Linthicum,21090,Yes,1,Active,1,3,Apr 13 2023,Apr 12 2024,Jun 12 2015,,,,Theresa Lutz
Anne Arundel,40382,Center,Crofton Children's Centre,Gambrills,21054,Yes,1,Active,1,3,May 25 2023,May 24 2024,Sep 28 2013,,,,Julie Mitchell
Anne Arundel,40376,Center,Quala Care Child Center Inc,Linthicum,21090,Yes,2,Active,2,3,Jan 27 2023,Jan 27 2024,Nov 27 2012,,,,Theresa Lutz
Anne Arundel,40374,Center,Edinboro Early School,Severna Park,21146,Yes,4,Active,4,3,Sep 29 2023,Sep 28 2024,Dec 22 2014,,,,Michelle Gray
Anne Arundel,40360,Center,KinderCare 301136,Severna Park,21146,Yes,1,Active,1,3,Dec 01 2023,Nov 30 2024,Apr 25 2014,,,National Association for the Education of Young Children (NAEYC),Rachel Dorf
Anne Arundel,40356,LOC,St Paul's Lutheran Child Care,Glen Burnie,21061,Yes,2,Active,2,3,May 02 2023,May 01 2024,Dec 09 2014,,,,Sarah Thistle
Anne Arundel,40354,Center,Mount Carmel Child Development Center,Pasadena,21122,Yes,1,Active,1,3,Jan 11 2023,Jan 11 2024,May 29 2015,,,,Trish Miller
Anne Arundel,40353,Center,Asbury Community Christian PreSchool and Clubhouse,Arnold,21012,Yes,5,Active,5,3,Nov 03 2023,Nov 02 2024,Jul 01 2013,Quality Business Practices,,MSDE  | Maryland Accreditation 2026-01-31,Jennifer Blandford
Anne Arundel,40346,Center,KinderCare 300876,Arnold,21012,Yes,3,Active,3,3,Dec 05 2023,Dec 04 2024,Sep 28 2013,Accredited Program 2028-09-01,,National Association for the Education of Young Children (NAEYC),Rachel Dorf
Anne Arundel,40345,Center,KinderCare 301016,Pasadena,21122,Yes,4,Active,4,3,May 26 2023,May 25 2024,Sep 28 2013,,,National Association for the Education of Young Children (NAEYC),Rachel Dorf
Anne Arundel,40328,Center,Monsignor Slade Edu-Care Center,Glen Burnie,21061,Yes,5,Active,5,3,Jul 18 2023,Jul 17 2024,Oct 04 2014,Accredited Program 2028-06-30,,AdvancED  | Cognia Early Learning Accreditation 2028-06-30,Trish Miller
Anne Arundel,40326,Center,KinderCare 301061,Hanover,21076,Yes,0,Active,1,3,May 02 2023,May 01 2024,Sep 28 2013,,,National Association for the Education of Young Children (NAEYC),Rachel Dorf
Anne Arundel,40324,Center,Woods Child Development Ctr,Severna Park,21146,Yes,5,Active,5,3,Nov 03 2023,Nov 02 2024,Nov 28 2012,Quality Business Practices  | Accredited Program 2026-04-30,,MSDE  | Maryland Accreditation 2026-04-30,Jennifer Blandford
Anne Arundel,40315,Center,Wee Lad and Lassie Early Learning Center,Arnold,21012,Yes,5,Active,5,3,Nov 27 2023,Nov 26 2024,Dec 04 2012,Health and Wellness  | Quality Business Practices  | Accredited Program 2025-05-31 | Military Child Care in Your Neighborhood,,MSDE  | Maryland Accreditation 2025-05-31,Jennifer Blandford
Anne Arundel,39951,Center,Baldwin Early Learning Center,Millersville,21108,Yes,2,Active,2,3,Nov 29 2023,Nov 28 2024,Nov 27 2012,,,,Jennifer Blandford
Baltimore City,39885,Family Childcare,Barbara Carter,Baltimore,21206,Yes,1,Active,1,2,Nov 13 2023,Nov 12 2024,Jul 01 2013,,,NAFCC  | No Additional Staff,Beth Snyder
Prince George's,39580,Family Childcare,Angelia McClam,Capitol Heights,20743,Yes,3,Active,3,2,Jul 21 2023,Jul 20 2024,Aug 07 2015,,,No Additional Staff,Sally Gill
Prince George's,39490,Family Childcare,Joanne Dreher-Patillo,Oxon Hill,20745,Yes,1,Active,1,2,Oct 19 2023,Oct 18 2024,Mar 06 2015,,,No Additional Staff,Nancy Gumbel
Montgomery,39319,Family Childcare,Paulette Johnson,Silver Spring,20904,Yes,1,Active,1,2,Jun 05 2023,Jun 04 2024,Jul 10 2015,,,,Yvette Dodson
Montgomery,39107,Center,Little Feet CDC,Silver Spring,20910,Yes,3,Active,3,3,Aug 14 2023,Aug 13 2024,Jul 28 2014,,,,Ann Evans
Baltimore City,39081,Family Childcare,Sheila Johnson,Baltimore,21223,Yes,1,Active,1,2,Sep 22 2023,Sep 21 2024,Jul 09 2014,,,No Additional Staff,Nancy Gumbel
Prince George's,38552,Family Childcare,Beverly Higgs,Oxon Hill,20745,Yes,3,Active,3,2,Sep 07 2023,Sep 06 2024,Aug 22 2013,,,No Additional Staff,Michelle Gray
Howard,38464,Family Childcare,Cheryl Burgess,Laurel,20723,Yes,1,Active,1,2,Feb 16 2023,Feb 16 2024,Mar 20 2015,,,No Additional Staff,Carla Hillery
Prince George's,38273,Family Childcare,Lydia Stewart,Suitland,20746,Yes,3,Active,3,2,Feb 28 2023,Feb 28 2024,Jan 04 2013,,,No Additional Staff,Sally Gill
Baltimore City,38271,Family Childcare,Cecilia Dunn,Baltimore,21206,Yes,1,Active,1,2,Sep 07 2023,Sep 06 2024,Jul 10 2015,,,No Additional Staff,Beth Snyder
Baltimore City,38207,Family Childcare,Gloria Cox,Baltimore,21215,Yes,1,Active,1,2,May 31 2023,May 30 2024,Jul 28 2014,,,,Sarah Thistle
Montgomery,38043,Center,Circle Time Child Care,Wheaton,20902,Yes,2,Active,2,3,Sep 20 2023,Sep 19 2024,Jan 17 2015,,,,Trish Miller
Montgomery,38001,Center,Rockville Community Nursery School,Rockville,20850,Yes,3,Active,3,3,Jul 14 2023,Jul 13 2024,Nov 27 2012,,,,Jennifer Blandford
Baltimore City,37016,Family Childcare,Annette Smith,Baltimore,21223,Yes,1,Active,1,2,Sep 19 2023,Sep 18 2024,Feb 20 2015,,,,Liana Vega-Hernandez
Montgomery,36971,Center,St Jude's Extended Day School,Rockville,20853,Yes,0,Inactive,3,3,Dec 12 2022,Dec 12 2023,Oct 31 2015,,,AdvancED,
Montgomery,36713,Center,Wonders Early Learning at Leland,Chevy Chase,20815,Yes,5,Active,5,3,Aug 04 2023,Aug 03 2024,Jul 09 2014,Accredited Program 2026-10-01,,National Association for the Education of Young Children (NAEYC),Rachel Dorf
Wicomico,36631,Family Childcare,Crystal Ritter,Delmar,21875,Yes,1,Active,1,2,Feb 01 2023,Feb 01 2024,Aug 22 2013,,,No Additional Staff,Sarah Thistle
Harford,36623,Family Childcare,Susan Sions,Bel Air,21015,Yes,1,Active,1,2,Mar 07 2023,Mar 06 2024,Apr 25 2014,,,NAFCC,Nancy Gumbel
Montgomery,36555,Center,Kensington Nursery School,Kensington,20895,Yes,1,Active,1,3,Aug 28 2023,Aug 27 2024,Jul 28 2014,,,,Ann Evans
Harford,36449,Family Childcare,Lois Cullum,Aberdeen,21001,Yes,1,Active,1,2,Feb 27 2023,Feb 27 2024,Mar 28 2014,,,,Nancy Gumbel
Prince George's,36348,Center,Center for Young Children University of  Maryland,College Park,20742,Yes,5,Active,5,3,Aug 02 2023,Aug 01 2024,Dec 09 2014,Health and Wellness  | Cultural and Linguistic Competency  | Eco-Friendly Program  | Accredited Program,,National Association for the Education of Young Children (NAEYC),Sarah Thistle
Howard,36236,Center,Rockburn Extended Recreation Program,Elkridge,21075,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Jan 24 2014,,,,Theresa Lutz
Montgomery,35998,Center,Bethesda Country Day School,Bethesda,20814,Yes,1,Active,1,3,Sep 20 2023,Sep 19 2024,Aug 22 2013,,,,Julie Mitchell
Prince George's,35966,Center,First United Methodist CEC,Hyattsville,20782,Yes,1,Active,1,3,Aug 07 2023,Aug 06 2024,Jun 26 2015,,,,Sarah Thistle
Harford,35961,Family Childcare,Kim Brantley,Aberdeen,21001,Yes,1,Active,1,2,Aug 08 2023,Aug 07 2024,Jun 26 2015,,,,Trish Miller
Baltimore City,255855,Center,St. Vincent de Paul Head Start - Arlington,Baltimore,21215,Yes,3,Active,3,3,Apr 27 2023,Apr 26 2024,Jul 10 2015,,,Maryland Accreditation 2026-11-30,Allison Rudoy
Frederick,35542,Center,Learning Tree Early Learning Center,Brunswick,21716,Yes,3,Active,3,3,Mar 31 2023,Mar 30 2024,Mar 11 2014,,,,Julie Mitchell
Baltimore City,35226,Family Childcare,Gloria Chambers,Baltimore,21231,Yes,1,Active,1,2,Oct 05 2023,Oct 04 2024,Jan 17 2015,,,,Nancy Gumbel
Montgomery,35206,Center,Our Small World,Silver Spring,20906,Yes,1,Active,1,3,Jun 23 2023,Jun 22 2024,Apr 17 2015,,,,Trish Miller
Prince George's,35135,Family Childcare,Lula Boone,Fort Washington,20744,Yes,3,Active,3,2,May 17 2023,May 16 2024,Jun 10 2016,,,No Additional Staff,Amy Brannock
Baltimore,35019,Center,The Betty Sterner Y Preschool in Catonsville,Catonsville,21228,Yes,4,Active,4,3,Feb 03 2023,Feb 03 2024,Nov 22 2013,Accredited Program 2025-05-31,,NECPA  | National Early Childhood Program Accreditation (NECPA) 2025-05-31,Liana Vega-Hernandez
Harford,34908,Center,YMCA at Fountain Green Elementary School,Bel Air,21015,Yes,2,Active,2,2,Jul 14 2023,Jul 13 2024,Aug 23 2014,,,,Liana Vega-Hernandez
Garrett,34793,Center,Accident Developmental Learning Center,Accident,21520,Yes,5,Active,5,3,May 11 2023,May 10 2024,Jan 04 2013,Accredited Program 2026-05-31,,MSDE  | Maryland Accreditation 2026-05-31,Allison Rudoy
Garrett,34785,Center,Dennett Road Early Learning Center,Oakland,21550,Yes,5,Active,5,3,Oct 09 2023,Oct 08 2024,Jul 01 2013,,,MSDE  | Maryland Accreditation 2025-06-30,Allison Rudoy
Garrett,34780,Center,Kitzmiller Early Learning Center,Kitzmiller,21538,Yes,5,Active,5,3,May 11 2023,May 10 2024,Jul 01 2013,,,MSDE  | Maryland Accreditation 2025-12-31,Allison Rudoy
Montgomery,34772,Family Childcare,Donna Robertson,Rockville,20852,Yes,1,Active,1,2,Jul 10 2023,Jul 09 2024,Jun 26 2015,,,,Theresa Lutz
Wicomico,34738,Center,Salisbury Child Development Center,Salisbury,21804,Yes,1,Active,1,3,Jul 18 2023,Jul 17 2024,Dec 02 2013,,,MSDE,Allison Rudoy
Montgomery,34605,Center,JCCGW Preschool,Rockville,20852,Yes,3,Active,3,3,May 26 2023,May 25 2024,Feb 06 2015,Health and Wellness,,,Theresa Lutz
Worcester,34590,Center,Berlin Child Development Center,Berlin,21811,Yes,1,Active,1,3,Apr 04 2023,Apr 03 2024,Nov 23 2013,,,MSDE,Allison Rudoy
Somerset,34589,Center,Eden Child Development Center,Eden,21822,Yes,5,Active,5,3,Aug 09 2023,Aug 08 2024,Nov 23 2013,,,MSDE  | Maryland Accreditation 2026-08-31,Allison Rudoy
Montgomery,34561,Center,Academy Child Development Center @ Cold Spring,Potomac,20854,Yes,4,Active,4,3,Jun 26 2023,Jun 25 2024,Dec 03 2012,,,Maryland Accreditation 2025-10-31,Julie Mitchell
Montgomery,34554,Center,Little Acorns ELC,Potomac,20854,Yes,4,Active,4,3,Apr 03 2023,Apr 02 2024,Dec 04 2012,Eco-Friendly Program 2024-04-28 | Health and Wellness  | Asthma & Allergy Friendly  | Accredited Program 2024-09-01,National Association for the Education of Young Children (NAEYC) 2024-09-01,National Association for the Education of Young Children (NAEYC),Theresa Lutz
Baltimore City,34546,Family Childcare,Kena Smith,Baltimore,21239,Yes,1,Active,1,2,Sep 15 2023,Sep 14 2024,Jul 14 2014,,,,Nancy Gumbel
Montgomery,34485,Family Childcare,Ajaz Sajanlal,Germantown,20874,Yes,1,Active,1,2,Nov 29 2023,Nov 28 2024,Jun 12 2015,,,No Additional Staff,Carla Hillery
Montgomery,34423,Center,Colesville Learning Center for Children,Silver Spring,20904,Yes,1,Active,1,3,Aug 14 2023,Aug 13 2024,Jun 26 2015,,,,Trish Miller
Montgomery,34391,Center,Takoma Park Child Development Center,Takoma Park,20912,Yes,5,Active,5,3,Jun 06 2023,Jun 05 2024,Jul 08 2013,,,MSDE  | Maryland Accreditation 2026-05-31,Theresa Lutz
Montgomery,255624,Center,Great Kids Development Center,Takoma Park,20912,Yes,1,Active,1,3,Aug 09 2023,Aug 08 2024,Jan 24 2014,,,,Jennifer Blandford
Montgomery,34383,Center,Horizon Child Care,Takoma Park,20912,Yes,1,Active,1,2,Jul 12 2023,Jul 11 2024,Jun 30 2017,,,,Sarah Thistle
Montgomery,34323,Center,Georgetown Hill Child Care Center,Potomac,20854,Yes,5,Active,5,3,Nov 09 2023,Nov 08 2024,Mar 04 2016,Accredited Program,,MSDE  | Maryland Accreditation 2025-05-31,Julie Mitchell
Montgomery,34322,Center,Geneva Day School,Potomac,20854,Yes,3,Active,3,3,May 02 2023,May 01 2024,Dec 04 2012,,,,Jennifer Blandford
Montgomery,34265,Center,St. James Children's School,Potomac,20854,Yes,3,Active,3,3,Oct 26 2023,Oct 25 2024,Apr 01 2016,,,,Trish Miller
Montgomery,34196,Center,Kids After Hours at Burtonsville,Burtonsville,20866,Yes,3,Active,3,2,Mar 20 2023,Mar 19 2024,Mar 28 2014,,,,Rachel Dorf
Montgomery,34128,Center,Camp Olympia Country Day School,Rockville,20855,Yes,0,Inactive,1,3,Dec 12 2022,Dec 12 2023,May 29 2015,,,,
Montgomery,34115,Center,YMCA BCC Ayrlawn Children's Center,Bethesda,20817,Yes,1,Active,1,3,Aug 22 2023,Aug 21 2024,Nov 26 2014,,,,Amy Brannock
Montgomery,34105,Center,Saint Martin's School After Care Program,Gaithersburg,20877,Yes,1,Active,1,3,Jun 26 2023,Jun 26 2024,May 29 2015,,,,Rachel Dorf
Howard,34020,Center,Peter Pan Learning Center,Marriottsville,21104,Yes,3,Active,3,3,Oct 04 2023,Oct 03 2024,Jul 28 2014,,,MSDE,Ann Evans
Howard,33994,Center,KinderCare-000350,Columbia,21044,Yes,0,Active,1,3,Nov 29 2023,Nov 28 2024,Sep 28 2013,,,National Association for the Education of Young Children (NAEYC),Rachel Dorf
Montgomery,33933,Center,Crossway Community Montessori School,Kensington,20895,Yes,4,Active,4,3,Oct 17 2023,Oct 16 2024,Nov 27 2012,,,MSDE,Julie Mitchell
Montgomery,33915,Center,Colesville Child Care,Silver Spring,20904,Yes,4,Active,4,3,Feb 22 2023,Feb 22 2024,Nov 27 2012,Accredited Program 2025-12-31,Maryland Accreditation 2025-12-31,MSDE  | Maryland Accreditation 2025-12-31,Allison Rudoy
Montgomery,33911,Center,Dee Dee's Place at Fairland,Silver Spring,20904,Yes,1,Active,1,3,Oct 25 2023,Oct 24 2024,Feb 11 2014,,,,Jennifer Blandford
Montgomery,33904,Center,Dee Dee's Place,Silver Spring,20904,Yes,3,Active,3,3,Jan 05 2023,Jan 05 2024,Jan 10 2014,,,,Jennifer Blandford
Montgomery,33898,Center,Horizon Child Care Incorporated at Martin Luther King Park,Silver Spring,20904,Yes,4,Active,4,3,Aug 01 2023,Jul 31 2024,Jul 09 2014,,,Maryland Accreditation 2025-06-30,Sarah Thistle
Montgomery,33887,Center,Saint Francis International School,Silver Spring,20903,Yes,4,Active,4,3,Jun 01 2023,May 31 2024,Jul 09 2014,,,AdvancED,Theresa Lutz
Montgomery,33870,Center,Childtime Children's Center,Gaithersburg,20878,Yes,1,Active,1,3,Jan 25 2023,Jan 25 2024,Mar 28 2014,,,,Sarah Thistle
Montgomery,33857,Center,KinderCare-301407,Gaithersburg,20878,Yes,4,Active,4,3,Oct 23 2023,Oct 22 2024,May 12 2014,,National Association for the Education of Young Children (NAEYC),National Association for the Education of Young Children (NAEYC),Rachel Dorf
Montgomery,33842,Center,Bar-T at Travilah Elementary School,North Potomac,20878,Yes,3,Active,3,2,May 03 2023,May 02 2024,Nov 22 2013,,,,Amy Brannock
Montgomery,33841,Center,Bar-T at Rachel Carson Elementary School,Gaithersburg,20878,Yes,3,Active,3,2,May 03 2023,May 02 2024,Jan 24 2014,,,,Amy Brannock
Montgomery,33839,Center,Academy Child Development Center @ Stonemill ES,North Potomac,20878,Yes,5,Active,5,3,Aug 02 2023,Aug 01 2024,Jul 08 2014,Accredited Program,,MSDE  | Maryland Accreditation 2025-04-30,Julie Mitchell
Montgomery,33836,Center,Academy Child Development Center,North Potomac,20878,Yes,5,Active,5,3,Jun 15 2023,Jun 14 2024,May 12 2014,Accredited Program 2024-11-30,,MSDE  | Maryland Accreditation 2024-11-30,Julie Mitchell
Baltimore City,33812,Family Childcare,Joslyn Dorsey,Baltimore,21215,Yes,1,Active,1,2,Feb 23 2023,Feb 23 2024,Dec 27 2013,,,,Liana Vega-Hernandez
Howard,33793,Center,St. Johns Lane Extended Recreation Program,Ellicott City,21042,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Mar 11 2014,,,,Theresa Lutz
Howard,33778,Center,Pointers Run Extended Recreation Program,Clarksville,21029,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Mar 11 2014,,,,Theresa Lutz
Howard,33746,Center,Lisbon Extended Recreation Program,Lisbon,21765,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Jul 09 2014,,,,Theresa Lutz
Howard,257442,Center,The Young School Early Education Program,Columbia,21046,Yes,1,Active,1,3,Nov 16 2023,Nov 15 2024,Apr 25 2014,,,MSDE,Laura Suguiyama
Howard,33738,Center,Laurel Woods Extended Recreation Program,Laurel,20723,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Mar 11 2014,,,,Theresa Lutz
Howard,33734,Center,Clarlen Nursery Inc,Ellicott City,21042,Yes,1,Active,1,3,Jun 16 2023,Jun 15 2024,Nov 26 2014,,,,Julie Mitchell
Howard,33733,Center,Forest Ridge Extended Recreation Program,Laurel,20723,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Mar 11 2014,,,,Theresa Lutz
Montgomery,33695,Center,Kids After Hours at Greencastle Elementary,Silver Spring,20904,Yes,3,Active,3,2,Jan 18 2023,Jan 18 2024,Mar 28 2014,,,,Rachel Dorf
Howard,33692,Center,La Petite Child Care,Columbia,21046,Yes,1,Active,1,3,Aug 23 2023,Aug 22 2024,Nov 27 2012,,,,Jennifer Blandford
Howard,33684,Center,La Petite Child Care,Ellicott City,21042,Yes,1,Active,1,3,Mar 23 2023,Mar 22 2024,Feb 06 2015,,,,Jennifer Blandford
Howard,33673,Center,La Petite Child Care,Columbia,21045,Yes,1,Active,1,3,Jul 31 2023,Jul 30 2024,Dec 22 2014,,,,Jennifer Blandford
Washington,33662,Center,YMCA Emma K. Doub After School,Clear Spring,21722,Yes,2,Active,2,2,Jul 07 2023,Jul 06 2024,Nov 26 2014,,,,Sarah Thistle
Howard,33656,Center,Worthington Elementary SAS,Ellicott City,21043,Yes,2,Active,2,2,Jan 31 2023,Jan 31 2024,Nov 15 2013,,,,Trish Miller
Howard,33655,Center,Elkridge Extended Recreation Program,Elkridge,21075,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Jun 26 2014,,,,Theresa Lutz
Washington,33654,Center,YMCA Fountaindale ASP,Hagerstown,21740,Yes,2,Active,2,2,Jul 07 2023,Jul 06 2024,Nov 26 2014,,,,Sarah Thistle
Howard,33653,Center,Waterloo Elementary SAS,Columbia,21045,Yes,2,Active,2,2,Apr 24 2023,Apr 23 2024,Nov 15 2013,,,,Trish Miller
Washington,33651,Center,Head Start of Washington Co.,Hagerstown,21740,Yes,5,Active,5,3,Jun 06 2023,Jun 05 2024,Dec 04 2012,,,MSDE  | Maryland Accreditation 2026-05-31,Allison Rudoy
Howard,33650,Center,Thunder Hill Elementary SAS,Columbia,21045,Yes,2,Active,2,2,Dec 07 2023,Dec 06 2024,Nov 15 2013,,,,Trish Miller
Howard,33649,Center,Deep Run Extended Recreation Program,Elkridge,21075,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Mar 11 2014,,,,Theresa Lutz
Howard,33646,Center,Talbott Springs Elementary SAS,Columbia,21045,Yes,2,Active,2,2,Jan 31 2023,Jan 31 2024,Nov 15 2013,,,,Trish Miller
Calvert,33641,Center,Saint Paul United Methodist Preschool Center,Lusby,20657,Yes,2,Active,2,3,Sep 22 2023,Sep 21 2024,Apr 29 2016,,,,Sarah Thistle
Howard,33639,Center,Swansfield Elementary SAS,Columbia,21044,Yes,2,Active,2,2,Jan 24 2023,Jan 24 2024,Nov 15 2013,,,,Trish Miller
Montgomery,33634,Center,First Baptist Church WEE Center,Rockville,20850,Yes,5,Active,5,3,Oct 09 2023,Oct 08 2024,Jul 01 2013,Health and Wellness  | Accredited Program 2025-07-31,,Maryland Accreditation 2025-07-31,Jennifer Blandford
Montgomery,33625,Center,Bar-T @ Goshen Elementary School,Gaithersburg,20882,Yes,3,Active,3,2,May 03 2023,May 02 2024,Nov 22 2013,,,,Amy Brannock
Carroll,33610,Center,Sunshine Child Development Center II,Lineboro,21102,Yes,1,Active,1,3,Dec 22 2023,Dec 21 2024,Sep 06 2013,,,,Julie Mitchell
Montgomery,33601,Center,"The Arc Montgomery County Karasik and Family, Infant and Child Care Center",Silver Spring,20901,Yes,5,Active,5,3,Apr 19 2023,Apr 18 2024,Jul 08 2013,Accredited Program 2025-04-30 | Asthma & Allergy Friendly,Maryland Accreditation 2025-04-30,Maryland Accreditation 2025-04-30,Jennifer Blandford
Montgomery,33599,Center,Northwood Presbyterian Child Care Center,Silver Spring,20902,Yes,1,Active,1,3,Apr 20 2023,Apr 19 2024,Apr 17 2015,,,,Trish Miller
Carroll,33585,Center,ABC Care Inc/Eldersburg,Sykesville,21784,Yes,2,Active,2,2,Jan 05 2023,Jan 05 2024,Oct 24 2013,,,Council on Accreditation / After-School Accreditation (COA/ASA),Rachel Dorf
Carroll,33582,Center,ABC Care Inc/Piney Ridge,Sykesville,21784,Yes,3,Active,3,2,Feb 10 2023,Feb 10 2024,Oct 24 2013,,,Council on Accreditation / After-School Accreditation (COA/ASA),Rachel Dorf
Carroll,33580,Center,ABC Care Inc/Friendship Valley,Westminster,21157,Yes,3,Active,3,2,Jun 26 2023,Jun 25 2024,Oct 24 2013,,,,Rachel Dorf
Caroline,33565,Center,Denton Child Development Center,Denton,21629,Yes,1,Active,1,3,Mar 24 2023,Mar 23 2024,May 12 2014,,,,Laura Suguiyama
Montgomery,33518,Center,Tikvat Israel ECC,Rockville,20851,Yes,4,Active,4,3,Dec 13 2023,Dec 12 2024,Aug 09 2013,,,Maryland Accreditation 2026-12-31,Julie Mitchell
Baltimore City,33514,Center,Catholic Charities Head Start Baltimore City @ Wilkens Avenue,Baltimore,21223,Yes,1,Active,1,3,Jul 03 2023,Jul 02 2024,Aug 09 2013,,,MSDE,Allison Rudoy
Howard,33510,Center,Grace Early Learning Center,Elkridge,21075,Yes,1,Active,1,3,Dec 20 2023,Dec 19 2024,Dec 16 2013,,,,Julie Mitchell
Montgomery,33497,Center,Bright Eyes Child Care,Silver Spring,20906,Yes,3,Active,3,3,Aug 02 2023,Aug 01 2024,Jul 03 2013,,,MSDE  | Maryland Accreditation 2026-03-31,Jennifer Blandford
Howard,33492,Center,Stevens Forest SAS,Columbia,21045,Yes,2,Active,2,2,Dec 07 2023,Dec 06 2024,Nov 15 2013,,,,Trish Miller
Howard,33477,Center,Running Brook SAS,Columbia,21044,Yes,2,Active,2,2,Mar 24 2023,Mar 23 2024,Nov 15 2013,,,,Trish Miller
Washington,33451,Center,YMCA Clear Spring AS,Clear Spring,21722,Yes,2,Active,2,2,Jul 07 2023,Jul 06 2024,Nov 26 2014,,,,Sarah Thistle
Montgomery,33447,Center,Optimal Learning  Center at Captain Daly Elementary School,Germantown,20876,Yes,1,Active,1,3,Dec 01 2023,Nov 30 2024,Sep 18 2015,,,,Julie Mitchell
